,2.0,3.111111111111111,4.222222222222222,5.333333333333334,6.444444444444445,7.555555555555555,8.666666666666668,9.777777777777779,10.88888888888889,12.0
2.0,"(0, 0, '2.0', '2.0', 0.9760000109672546)","(0, 1, '2.0', '3.111111111111111', 0.5910000205039978)","(0, 2, '2.0', '4.222222222222222', 0.9589999914169312)","(0, 3, '2.0', '5.333333333333334', 0.9990000128746033)","(0, 4, '2.0', '6.444444444444445', 1.0)","(0, 5, '2.0', '7.555555555555555', 1.0)","(0, 6, '2.0', '8.666666666666668', 1.0)","(0, 7, '2.0', '9.777777777777779', 1.0)","(0, 8, '2.0', '10.88888888888889', 1.0)","(0, 9, '2.0', '12.0', 1.0)"
3.111111111111111,"(1, 0, '3.111111111111111', '2.0', 1.0)","(1, 1, '3.111111111111111', '3.111111111111111', 0.9649999737739563)","(1, 2, '3.111111111111111', '4.222222222222222', 0.675000011920929)","(1, 3, '3.111111111111111', '5.333333333333334', 0.7680000066757202)","(1, 4, '3.111111111111111', '6.444444444444445', 0.9359999895095825)","(1, 5, '3.111111111111111', '7.555555555555555', 0.9909999966621399)","(1, 6, '3.111111111111111', '8.666666666666668', 0.9959999918937683)","(1, 7, '3.111111111111111', '9.777777777777779', 0.9990000128746033)","(1, 8, '3.111111111111111', '10.88888888888889', 1.0)","(1, 9, '3.111111111111111', '12.0', 1.0)"
4.222222222222222,"(2, 0, '4.222222222222222', '2.0', 0.9990000128746033)","(2, 1, '4.222222222222222', '3.111111111111111', 0.9980000257492065)","(2, 2, '4.222222222222222', '4.222222222222222', 0.9679999947547913)","(2, 3, '4.222222222222222', '5.333333333333334', 0.796999990940094)","(2, 4, '4.222222222222222', '6.444444444444445', 0.5329999923706055)","(2, 5, '4.222222222222222', '7.555555555555555', 0.8399999737739563)","(2, 6, '4.222222222222222', '8.666666666666668', 0.9359999895095825)","(2, 7, '4.222222222222222', '9.777777777777779', 0.9819999933242798)","(2, 8, '4.222222222222222', '10.88888888888889', 0.9879999756813049)","(2, 9, '4.222222222222222', '12.0', 0.9950000047683716)"
5.333333333333334,"(3, 0, '5.333333333333334', '2.0', 1.0)","(3, 1, '5.333333333333334', '3.111111111111111', 1.0)","(3, 2, '5.333333333333334', '4.222222222222222', 0.9950000047683716)","(3, 3, '5.333333333333334', '5.333333333333334', 0.9570000171661377)","(3, 4, '5.333333333333334', '6.444444444444445', 0.8240000009536743)","(3, 5, '5.333333333333334', '7.555555555555555', 0.5820000171661377)","(3, 6, '5.333333333333334', '8.666666666666668', 0.6700000166893005)","(3, 7, '5.333333333333334', '9.777777777777779', 0.828000009059906)","(3, 8, '5.333333333333334', '10.88888888888889', 0.9290000200271606)","(3, 9, '5.333333333333334', '12.0', 0.9729999899864197)"
6.444444444444445,"(4, 0, '6.444444444444445', '2.0', 1.0)","(4, 1, '6.444444444444445', '3.111111111111111', 1.0)","(4, 2, '6.444444444444445', '4.222222222222222', 1.0)","(4, 3, '6.444444444444445', '5.333333333333334', 0.9980000257492065)","(4, 4, '6.444444444444445', '6.444444444444445', 0.9660000205039978)","(4, 5, '6.444444444444445', '7.555555555555555', 0.8659999966621399)","(4, 6, '6.444444444444445', '8.666666666666668', 0.6420000195503235)","(4, 7, '6.444444444444445', '9.777777777777779', 0.5)","(4, 8, '6.444444444444445', '10.88888888888889', 0.7609999775886536)","(4, 9, '6.444444444444445', '12.0', 0.8769999742507935)"
7.555555555555555,"(5, 0, '7.555555555555555', '2.0', 1.0)","(5, 1, '7.555555555555555', '3.111111111111111', 1.0)","(5, 2, '7.555555555555555', '4.222222222222222', 1.0)","(5, 3, '7.555555555555555', '5.333333333333334', 1.0)","(5, 4, '7.555555555555555', '6.444444444444445', 0.9940000176429749)","(5, 5, '7.555555555555555', '7.555555555555555', 0.953000009059906)","(5, 6, '7.555555555555555', '8.666666666666668', 0.8809999823570251)","(5, 7, '7.555555555555555', '9.777777777777779', 0.7149999737739563)","(5, 8, '7.555555555555555', '10.88888888888889', 0.5569999814033508)","(5, 9, '7.555555555555555', '12.0', 0.6299999952316284)"
8.666666666666668,"(6, 0, '8.666666666666668', '2.0', 1.0)","(6, 1, '8.666666666666668', '3.111111111111111', 1.0)","(6, 2, '8.666666666666668', '4.222222222222222', 1.0)","(6, 3, '8.666666666666668', '5.333333333333334', 1.0)","(6, 4, '8.666666666666668', '6.444444444444445', 0.9940000176429749)","(6, 5, '8.666666666666668', '7.555555555555555', 0.9890000224113464)","(6, 6, '8.666666666666668', '8.666666666666668', 0.9580000042915344)","(6, 7, '8.666666666666668', '9.777777777777779', 0.9079999923706055)","(6, 8, '8.666666666666668', '10.88888888888889', 0.7559999823570251)","(6, 9, '8.666666666666668', '12.0', 0.5860000252723694)"
9.777777777777779,"(7, 0, '9.777777777777779', '2.0', 1.0)","(7, 1, '9.777777777777779', '3.111111111111111', 1.0)","(7, 2, '9.777777777777779', '4.222222222222222', 1.0)","(7, 3, '9.777777777777779', '5.333333333333334', 1.0)","(7, 4, '9.777777777777779', '6.444444444444445', 1.0)","(7, 5, '9.777777777777779', '7.555555555555555', 0.9959999918937683)","(7, 6, '9.777777777777779', '8.666666666666668', 0.9670000076293945)","(7, 7, '9.777777777777779', '9.777777777777779', 0.9559999704360962)","(7, 8, '9.777777777777779', '10.88888888888889', 0.8880000114440918)","(7, 9, '9.777777777777779', '12.0', 0.8130000233650208)"
10.88888888888889,"(8, 0, '10.88888888888889', '2.0', 1.0)","(8, 1, '10.88888888888889', '3.111111111111111', 1.0)","(8, 2, '10.88888888888889', '4.222222222222222', 1.0)","(8, 3, '10.88888888888889', '5.333333333333334', 1.0)","(8, 4, '10.88888888888889', '6.444444444444445', 0.9990000128746033)","(8, 5, '10.88888888888889', '7.555555555555555', 0.996999979019165)","(8, 6, '10.88888888888889', '8.666666666666668', 0.9900000095367432)","(8, 7, '10.88888888888889', '9.777777777777779', 0.9710000157356262)","(8, 8, '10.88888888888889', '10.88888888888889', 0.9440000057220459)","(8, 9, '10.88888888888889', '12.0', 0.8939999938011169)"
12.0,"(9, 0, '12.0', '2.0', 1.0)","(9, 1, '12.0', '3.111111111111111', 1.0)","(9, 2, '12.0', '4.222222222222222', 1.0)","(9, 3, '12.0', '5.333333333333334', 1.0)","(9, 4, '12.0', '6.444444444444445', 1.0)","(9, 5, '12.0', '7.555555555555555', 1.0)","(9, 6, '12.0', '8.666666666666668', 0.9980000257492065)","(9, 7, '12.0', '9.777777777777779', 0.9879999756813049)","(9, 8, '12.0', '10.88888888888889', 0.9800000190734863)","(9, 9, '12.0', '12.0', 0.9430000185966492)"
